FF - Global Technology Fund A-ACC-USD,
LU1046421795,
Date,Price (USD)
13/11/2015,"11,9900"
12/11/2015,"12,2500"
11/11/2015,"12,3300"
10/11/2015,"12,2800"
09/11/2015,"12,3300"
08/11/2015,"12,4300"
07/11/2015,"12,4300"
06/11/2015,"12,4300"
05/11/2015,"12,4200"
04/11/2015,"12,5000"
03/11/2015,"12,4900"
02/11/2015,"12,3800"
01/11/2015,"12,3400"
31/10/2015,"12,3400"
30/10/2015,"12,3400"
29/10/2015,"12,2100"
28/10/2015,"12,2100"
27/10/2015,"12,1100"
26/10/2015,"12,1900"
25/10/2015,"12,1200"
24/10/2015,"12,1200"
23/10/2015,"12,1200"
22/10/2015,"11,9500"
21/10/2015,"11,8600"
20/10/2015,"11,9300"
19/10/2015,"11,9500"
18/10/2015,"11,8900"
17/10/2015,"11,8900"
16/10/2015,"11,8900"
15/10/2015,"11,7800"
14/10/2015,"11,6700"
13/10/2015,"11,6700"
12/10/2015,"11,6400"
11/10/2015,"11,7100"
10/10/2015,"11,7100"
09/10/2015,"11,7100"
08/10/2015,"11,5300"
07/10/2015,"11,4800"
06/10/2015,"11,3400"
05/10/2015,"11,3100"
04/10/2015,"10,9200"
03/10/2015,"10,9200"
02/10/2015,"10,9200"
01/10/2015,"10,8400"
30/09/2015,"10,8800"
29/09/2015,"10,7500"
28/09/2015,"10,7800"
27/09/2015,"11,0000"
26/09/2015,"11,0000"
25/09/2015,"11,0000"
24/09/2015,"10,8100"
23/09/2015,"10,9200"
22/09/2015,"10,9400"
21/09/2015,"11,1600"
20/09/2015,"11,2500"
19/09/2015,"11,2500"
18/09/2015,"11,2500"
17/09/2015,"11,3100"
16/09/2015,"11,2900"
15/09/2015,"11,1700"
14/09/2015,"11,0800"
13/09/2015,"11,0800"
12/09/2015,"11,0800"
11/09/2015,"11,0800"
10/09/2015,"11,1200"
09/09/2015,"11,1900"
08/09/2015,"11,0500"
07/09/2015,"10,9500"
06/09/2015,"10,9500"
05/09/2015,"10,9500"
04/09/2015,"10,9500"
03/09/2015,"11,1300"
02/09/2015,"10,8900"
01/09/2015,"10,9600"
31/08/2015,"11,2200"
30/08/2015,"11,1700"
29/08/2015,"11,1700"
28/08/2015,"11,1700"
27/08/2015,"11,1400"
26/08/2015,"10,7300"
25/08/2015,"10,9400"
24/08/2015,"10,9100"
23/08/2015,"11,2700"
22/08/2015,"11,2700"
21/08/2015,"11,2700"
20/08/2015,"11,5200"
19/08/2015,"11,6600"
18/08/2015,"11,8100"
17/08/2015,"11,8200"
16/08/2015,"11,7800"
15/08/2015,"11,7800"
14/08/2015,"11,7800"
13/08/2015,"11,7400"
12/08/2015,"11,5800"
11/08/2015,"11,7500"
10/08/2015,"11,8700"
09/08/2015,"11,7100"
08/08/2015,"11,7100"
07/08/2015,"11,7100"
06/08/2015,"11,7100"
05/08/2015,"11,9500"
04/08/2015,"11,8600"
03/08/2015,"11,9000"
02/08/2015,"11,9600"
01/08/2015,"11,9600"
31/07/2015,"11,9600"
30/07/2015,"11,9100"
29/07/2015,"11,9500"
28/07/2015,"11,8800"
27/07/2015,"11,9200"
26/07/2015,"12,0900"
25/07/2015,"12,0900"
24/07/2015,"12,0900"
23/07/2015,"12,1800"
22/07/2015,"12,2300"
21/07/2015,"12,2700"
20/07/2015,"12,2400"
19/07/2015,"12,2200"
18/07/2015,"12,2200"
17/07/2015,"12,2200"
16/07/2015,"12,0200"
15/07/2015,"11,9100"
14/07/2015,"11,9500"
13/07/2015,"11,8600"
12/07/2015,"11,7300"
11/07/2015,"11,7300"
10/07/2015,"11,7300"
09/07/2015,"11,6500"
08/07/2015,"11,5500"
07/07/2015,"11,5600"
06/07/2015,"11,7200"
05/07/2015,"11,8500"
04/07/2015,"11,8500"
03/07/2015,"11,8500"
02/07/2015,"11,8400"
01/07/2015,"11,8700"
30/06/2015,"11,8100"
29/06/2015,"11,8700"
28/06/2015,"12,0500"
27/06/2015,"12,0500"
26/06/2015,"12,0500"
25/06/2015,"12,1700"
24/06/2015,"12,2200"
23/06/2015,"12,2600"
22/06/2015,"12,2600"
21/06/2015,"12,1800"
20/06/2015,"12,1800"
19/06/2015,"12,1800"
18/06/2015,"12,2400"
17/06/2015,"12,0700"
16/06/2015,"12,0000"
15/06/2015,"11,9900"
14/06/2015,"12,0900"
13/06/2015,"12,0900"
12/06/2015,"12,0900"
11/06/2015,"12,1100"
10/06/2015,"12,1100"
09/06/2015,"11,9200"
08/06/2015,"12,0100"
07/06/2015,"12,1000"
06/06/2015,"12,1000"
05/06/2015,"12,1000"
04/06/2015,"12,1200"
03/06/2015,"12,1500"
02/06/2015,"12,0800"
01/06/2015,"12,0300"
31/05/2015,"11,9800"
30/05/2015,"11,9800"
29/05/2015,"11,9800"
28/05/2015,"11,9800"
27/05/2015,"11,9400"
26/05/2015,"11,9300"
25/05/2015,"12,0700"
24/05/2015,"12,0900"
23/05/2015,"12,0900"
22/05/2015,"12,0900"
21/05/2015,"12,0900"
20/05/2015,"12,0500"
19/05/2015,"12,0800"
18/05/2015,"12,0700"
17/05/2015,"12,0300"
16/05/2015,"12,0300"
15/05/2015,"12,0300"
14/05/2015,"12,0200"
13/05/2015,"11,9400"
12/05/2015,"11,8800"
11/05/2015,"11,9800"
10/05/2015,"11,9900"
09/05/2015,"11,9900"
08/05/2015,"11,9900"
07/05/2015,"11,7700"
06/05/2015,"11,7800"
05/05/2015,"11,8600"
04/05/2015,"11,9900"
03/05/2015,"11,8900"
02/05/2015,"11,8900"
01/05/2015,"11,8900"
30/04/2015,"11,9100"
29/04/2015,"12,0000"
28/04/2015,"12,0400"
27/04/2015,"12,0500"
26/04/2015,"12,0300"
25/04/2015,"12,0300"
24/04/2015,"12,0300"
23/04/2015,"11,9000"
22/04/2015,"11,8900"
21/04/2015,"11,8200"
20/04/2015,"11,7600"
19/04/2015,"11,6600"
18/04/2015,"11,6600"
17/04/2015,"11,6600"
16/04/2015,"11,8400"
15/04/2015,"11,7800"
14/04/2015,"11,7200"
13/04/2015,"11,7700"
12/04/2015,"11,7300"
11/04/2015,"11,7300"
10/04/2015,"11,7300"
09/04/2015,"11,6500"
08/04/2015,"11,6600"
07/04/2015,"11,6100"
06/04/2015,"11,5300"
05/04/2015,"11,3600"
04/04/2015,"11,3600"
03/04/2015,"11,3600"
02/04/2015,"11,4300"
01/04/2015,"11,4100"
31/03/2015,"11,4900"
30/03/2015,"11,4900"
29/03/2015,"11,3200"
28/03/2015,"11,3200"
27/03/2015,"11,3200"
26/03/2015,"11,3600"
25/03/2015,"11,4900"
24/03/2015,"11,6400"
23/03/2015,"11,6300"
22/03/2015,"11,6300"
21/03/2015,"11,6300"
20/03/2015,"11,6300"
19/03/2015,"11,4900"
18/03/2015,"11,4300"
17/03/2015,"11,4600"
16/03/2015,"11,4200"
15/03/2015,"11,3000"
14/03/2015,"11,3000"
13/03/2015,"11,3000"
12/03/2015,"11,3800"
11/03/2015,"11,3800"
10/03/2015,"11,4000"
09/03/2015,"11,6000"
08/03/2015,"11,6300"
07/03/2015,"11,6300"
06/03/2015,"11,6300"
05/03/2015,"11,7000"
04/03/2015,"11,6600"
03/03/2015,"11,7100"
02/03/2015,"11,7700"
01/03/2015,"11,7600"
28/02/2015,"11,7600"
27/02/2015,"11,7600"
26/02/2015,"11,7400"
25/02/2015,"11,6900"
24/02/2015,"11,6200"
23/02/2015,"11,5800"
22/02/2015,"11,5800"
21/02/2015,"11,5800"
20/02/2015,"11,5800"
19/02/2015,"11,6000"
18/02/2015,"11,5500"
17/02/2015,"11,5100"
16/02/2015,"11,5500"
15/02/2015,"11,5200"
14/02/2015,"11,5200"
13/02/2015,"11,5200"
12/02/2015,"11,4700"
11/02/2015,"11,2600"
10/02/2015,"11,2100"
09/02/2015,"11,1600"
08/02/2015,"11,2200"
07/02/2015,"11,2200"
06/02/2015,"11,2200"
05/02/2015,"11,1600"
04/02/2015,"11,1300"
03/02/2015,"11,0500"
02/02/2015,"10,9400"
01/02/2015,"10,9400"
31/01/2015,"10,9400"
30/01/2015,"10,9400"
29/01/2015,"10,8300"
28/01/2015,"10,9800"
27/01/2015,"10,9300"
26/01/2015,"11,1300"
25/01/2015,"11,1300"
24/01/2015,"11,1300"
23/01/2015,"11,1300"
22/01/2015,"11,0100"
21/01/2015,"10,9300"
20/01/2015,"10,8100"
19/01/2015,"10,8000"
18/01/2015,"10,7300"
17/01/2015,"10,7300"
16/01/2015,"10,7300"
15/01/2015,"10,7500"
14/01/2015,"10,7800"
13/01/2015,"11,0100"
12/01/2015,"10,9000"
11/01/2015,"10,9500"
10/01/2015,"10,9500"
09/01/2015,"10,9500"
08/01/2015,"11,0200"
07/01/2015,"10,8400"
06/01/2015,"10,7900"
05/01/2015,"10,9600"
04/01/2015,"11,0500"
03/01/2015,"11,0500"
02/01/2015,"11,0500"
01/01/2015,"11,2000"
31/12/2014,"11,2000"
30/12/2014,"11,2100"
29/12/2014,"11,2900"
28/12/2014,"11,3200"
27/12/2014,"11,3200"
26/12/2014,"11,3200"
25/12/2014,"11,2900"
24/12/2014,"11,2900"
23/12/2014,"11,3100"
22/12/2014,"11,2200"
21/12/2014,"11,1300"
20/12/2014,"11,1300"
19/12/2014,"11,1300"
18/12/2014,"11,0300"
17/12/2014,"10,8200"
16/12/2014,"10,8900"
15/12/2014,"10,7500"
14/12/2014,"10,9000"
13/12/2014,"10,9000"
12/12/2014,"10,9000"
11/12/2014,"11,1200"
10/12/2014,"11,1100"
09/12/2014,"11,0900"
08/12/2014,"11,1900"
07/12/2014,"11,2000"
06/12/2014,"11,2000"
05/12/2014,"11,2000"
04/12/2014,"11,1800"
03/12/2014,"11,1300"
02/12/2014,"11,1200"
01/12/2014,"11,0600"
30/11/2014,"11,1700"
29/11/2014,"11,1700"
28/11/2014,"11,1700"
27/11/2014,"11,1300"
26/11/2014,"11,0900"
25/11/2014,"11,0800"
24/11/2014,"11,0300"
23/11/2014,"11,0100"
22/11/2014,"11,0100"
21/11/2014,"11,0100"
20/11/2014,"10,9100"
19/11/2014,"10,8800"
18/11/2014,"10,9600"
17/11/2014,"10,8700"
16/11/2014,"10,8900"
15/11/2014,"10,8900"
14/11/2014,"10,8900"
13/11/2014,"10,8100"
12/11/2014,"10,7800"
11/11/2014,"10,7800"
10/11/2014,"10,8100"
09/11/2014,"10,7100"
08/11/2014,"10,7100"
07/11/2014,"10,7100"
06/11/2014,"10,7100"
05/11/2014,"10,6600"
04/11/2014,"10,6200"
03/11/2014,"10,6900"
02/11/2014,"10,6300"
01/11/2014,"10,6300"
31/10/2014,"10,6300"
30/10/2014,"10,3900"
29/10/2014,"10,3400"
28/10/2014,"10,2600"
27/10/2014,"10,1900"
26/10/2014,"10,1900"
25/10/2014,"10,1900"
24/10/2014,"10,1900"
23/10/2014,"10,1900"
22/10/2014,"10,1900"
21/10/2014,"10,1200"
20/10/2014,"9,9800"
19/10/2014,"9,9800"
18/10/2014,"9,9800"
17/10/2014,"9,9800"
16/10/2014,"9,8490"
15/10/2014,"9,8050"
14/10/2014,"9,9700"
13/10/2014,"9,9230"
12/10/2014,"10,0100"
11/10/2014,"10,0100"
10/10/2014,"10,0100"
09/10/2014,"10,2800"
08/10/2014,"10,2400"
07/10/2014,"10,3700"
06/10/2014,"10,4100"
05/10/2014,"10,4400"
04/10/2014,"10,4400"
03/10/2014,"10,4400"
02/10/2014,"10,3200"
01/10/2014,"10,4900"
30/09/2014,"10,6200"
29/09/2014,"10,6000"
28/09/2014,"10,5400"
27/09/2014,"10,5400"
26/09/2014,"10,5400"
25/09/2014,"10,5200"
24/09/2014,"10,6500"
23/09/2014,"10,6500"
22/09/2014,"10,6700"
21/09/2014,"10,8100"
20/09/2014,"10,8100"
19/09/2014,"10,8100"
18/09/2014,"10,8400"
17/09/2014,"10,8000"
16/09/2014,"10,7700"
15/09/2014,"10,7100"
14/09/2014,"10,8200"
13/09/2014,"10,8200"
12/09/2014,"10,8200"
11/09/2014,"10,8000"
10/09/2014,"10,7800"
09/09/2014,"10,8200"
08/09/2014,"10,8400"
07/09/2014,"10,7900"
06/09/2014,"10,7900"
05/09/2014,"10,7900"
04/09/2014,"10,8500"
03/09/2014,"10,8200"
02/09/2014,"10,8200"
01/09/2014,"10,8500"
31/08/2014,"10,8500"
30/08/2014,"10,8500"
29/08/2014,"10,8500"
28/08/2014,"10,7900"
27/08/2014,"10,7800"
26/08/2014,"10,7600"
25/08/2014,"10,7600"
24/08/2014,"10,7600"
23/08/2014,"10,7600"
22/08/2014,"10,7600"
21/08/2014,"10,7400"
20/08/2014,"10,7100"
19/08/2014,"10,7200"
18/08/2014,"10,6600"
17/08/2014,"10,5300"
16/08/2014,"10,5300"
15/08/2014,"10,5300"
14/08/2014,"10,5600"
13/08/2014,"10,5700"
12/08/2014,"10,4900"
11/08/2014,"10,6100"
10/08/2014,"10,4600"
09/08/2014,"10,4600"
08/08/2014,"10,4600"
07/08/2014,"10,4600"
06/08/2014,"10,5300"
05/08/2014,"10,5100"
04/08/2014,"10,5100"
03/08/2014,"10,4100"
02/08/2014,"10,4100"
01/08/2014,"10,4100"
31/07/2014,"10,5400"
30/07/2014,"10,7100"
29/07/2014,"10,7300"
28/07/2014,"10,6800"
27/07/2014,"10,6800"
26/07/2014,"10,6800"
25/07/2014,"10,6800"
24/07/2014,"10,7100"
23/07/2014,"10,6400"
22/07/2014,"10,6900"
21/07/2014,"10,6000"
20/07/2014,"10,5600"
19/07/2014,"10,5600"
18/07/2014,"10,5600"
17/07/2014,"10,4900"
16/07/2014,"10,5300"
15/07/2014,"10,4200"
14/07/2014,"10,4900"
13/07/2014,"10,4000"
12/07/2014,"10,4000"
11/07/2014,"10,4000"
10/07/2014,"10,3900"
09/07/2014,"10,4500"
08/07/2014,"10,3900"
07/07/2014,"10,5400"
06/07/2014,"10,5900"
05/07/2014,"10,5900"
04/07/2014,"10,5900"
03/07/2014,"10,6000"
02/07/2014,"10,5600"
01/07/2014,"10,5400"
30/06/2014,"10,4600"
29/06/2014,"10,4100"
28/06/2014,"10,4100"
27/06/2014,"10,4100"
26/06/2014,"10,3700"
25/06/2014,"10,4000"
24/06/2014,"10,5200"
23/06/2014,"10,4500"
22/06/2014,"10,4300"
21/06/2014,"10,4300"
20/06/2014,"10,4300"
19/06/2014,"10,4800"
18/06/2014,"10,4700"
17/06/2014,"10,4800"
16/06/2014,"10,4100"
15/06/2014,"10,3900"
14/06/2014,"10,3900"
13/06/2014,"10,3900"
12/06/2014,"10,4000"
11/06/2014,"10,4100"
10/06/2014,"10,3900"
09/06/2014,"10,3600"
08/06/2014,"10,3400"
07/06/2014,"10,3400"
06/06/2014,"10,3400"
05/06/2014,"10,2200"
04/06/2014,"10,1700"
03/06/2014,"10,1200"
02/06/2014,"10,1500"
01/06/2014,"10,1700"
31/05/2014,"10,1700"
30/05/2014,"10,1700"
29/05/2014,"10,1600"
28/05/2014,"10,1200"
27/05/2014,"10,0800"
26/05/2014,"10,0700"
25/05/2014,"10,0000"
24/05/2014,"10,0000"
23/05/2014,"10,0000"
22/05/2014,"9,9670"
21/05/2014,"9,9260"
20/05/2014,"9,9510"
19/05/2014,"9,9460"
18/05/2014,"9,8200"
17/05/2014,"9,8200"
16/05/2014,"9,8200"
15/05/2014,"9,7420"
14/05/2014,"9,8000"
13/05/2014,"9,7880"
12/05/2014,"9,7940"
11/05/2014,"9,6290"
10/05/2014,"9,6290"
09/05/2014,"9,6290"
08/05/2014,"9,7640"
07/05/2014,"9,6680"
06/05/2014,"9,7500"
05/05/2014,"9,7670"
04/05/2014,"9,8140"
03/05/2014,"9,8140"
02/05/2014,"9,8140"
01/05/2014,"9,8450"
30/04/2014,"9,7920"
29/04/2014,"9,8280"
28/04/2014,"9,7370"
27/04/2014,"9,8140"
26/04/2014,"9,8140"
25/04/2014,"9,8140"
24/04/2014,"9,9850"
23/04/2014,"9,8720"
22/04/2014,"9,9500"
21/04/2014,"9,8890"
20/04/2014,"9,8690"
19/04/2014,"9,8690"
18/04/2014,"9,8690"
17/04/2014,"9,8300"
16/04/2014,"9,8190"
15/04/2014,"9,6590"
14/04/2014,"9,7630"
13/04/2014,"9,7640"
12/04/2014,"9,7640"
11/04/2014,"9,7640"
10/04/2014,"9,9120"
09/04/2014,"10,0000"
